city,timestamp,aqi,pm2_5,pm10,co,no2,o3,so2,nh3,no,temperature,humidity,wind_speed,hour,day,month,day_of_week,aqi_lag_1,aqi_lag_2,aqi_change,aqi_rolling_mean_3,target_aqi
Islamabad,2026-08-18 19:00:00+00:00,149,55.17,103.3,390.79,7.55,84.53,4.98,3.29,0.0,26.0,86,2.3,19,18,8,1,150.0,151.0,-1.0,150.0,153.0
Islamabad,2026-08-18 20:00:00+00:00,153,58.95,98.23,438.51,7.79,79.03,5.32,2.95,0.0,24.8,91,1.06,20,18,8,1,149.0,150.0,4.0,150.66666666666666,156.0
Islamabad,2026-08-18 21:00:00+00:00,156,64.6,93.56,495.92,7.66,76.01,5.63,2.33,0.0,23.9,97,2.64,21,18,8,1,153.0,149.0,3.0,152.66666666666666,158.0
Islamabad,2026-08-18 22:00:00+00:00,158,69.47,89.48,537.92,7.04,75.4,5.67,1.69,0.0,23.4,99,2.37,22,18,8,1,156.0,153.0,2.0,155.66666666666666,160.0
Islamabad,2026-08-18 23:00:00+00:00,160,72.8,87.03,560.65,6.31,77.44,5.55,1.27,0.0,23.5,98,1.78,23,18,8,1,158.0,156.0,2.0,158.0,160.0
Islamabad,2026-08-19 00:00:00+00:00,160,73.16,83.92,561.8,5.68,79.56,5.2,0.97,0.0,24.0,99,3.0,0,19,8,2,160.0,158.0,0.0,159.33333333333334,158.0
Islamabad,2026-08-19 01:00:00+00:00,158,69.49,77.83,546.15,5.07,80.59,4.76,0.77,0.0,24.2,98,2.2,1,19,8,2,160.0,160.0,-2.0,159.33333333333334,156.0
Islamabad,2026-08-19 02:00:00+00:00,156,65.96,72.0,550.28,5.52,78.13,4.06,0.77,0.03,24.9,96,1.77,2,19,8,2,158.0,160.0,-2.0,158.0,154.0
Islamabad,2026-08-19 03:00:00+00:00,154,62.12,66.89,563.91,6.59,75.23,3.48,0.84,0.29,26.0,90,1.84,3,19,8,2,156.0,158.0,-2.0,156.0,153.0
Islamabad,2026-08-19 04:00:00+00:00,153,58.44,62.95,567.1,6.67,78.36,2.98,0.95,0.66,27.3,80,1.74,4,19,8,2,154.0,156.0,-1.0,154.33333333333334,152.0
Islamabad,2026-08-19 05:00:00+00:00,152,58.25,63.02,554.54,5.54,92.11,2.78,1.15,0.66,28.6,74,1.77,5,19,8,2,153.0,154.0,-1.0,153.0,155.0
Islamabad,2026-08-19 06:00:00+00:00,155,63.03,69.2,532.72,4.06,111.58,2.8,1.3,0.45,24.3,99,1.21,6,19,8,2,152.0,153.0,3.0,153.33333333333334,141.0
Islamabad,2026-08-19 07:00:00+00:00,141,51.83,80.89,368.78,2.1,108.98,2.69,0.69,0.22,25.1,93,2.1,7,19,8,2,155.0,152.0,-14.0,149.33333333333334,132.0
Islamabad,2026-08-19 08:00:00+00:00,132,48.0,84.25,311.06,1.81,105.14,2.38,0.53,0.16,25.6,92,1.92,8,19,8,2,141.0,155.0,-9.0,142.66666666666666,130.0
Islamabad,2026-08-19 09:00:00+00:00,130,47.25,81.95,309.6,2.11,104.59,2.23,0.59,0.12,27.0,86,2.76,9,19,8,2,132.0,141.0,-2.0,134.33333333333334,125.0
Islamabad,2026-08-19 10:00:00+00:00,125,45.31,76.86,313.63,2.5,104.78,2.18,0.66,0.1,28.1,81,2.97,10,19,8,2,130.0,132.0,-5.0,129.0,118.0
Islamabad,2026-08-19 11:00:00+00:00,118,42.43,69.66,316.56,2.93,104.17,2.07,0.74,0.09,28.2,79,2.91,11,19,8,2,125.0,130.0,-7.0,124.33333333333333,110.0
Islamabad,2026-08-19 12:00:00+00:00,110,38.97,62.18,317.17,3.51,102.84,1.99,0.82,0.07,28.2,81,3.43,12,19,8,2,118.0,125.0,-8.0,117.66666666666667,103.0
Islamabad,2026-08-19 13:00:00+00:00,103,36.15,57.7,315.03,4.15,100.73,1.93,0.91,0.04,27.5,84,3.42,13,19,8,2,110.0,118.0,-7.0,110.33333333333333,102.0
Islamabad,2026-08-19 14:00:00+00:00,102,35.72,57.74,316.1,4.57,98.68,2.1,1.07,0.0,26.8,86,2.82,14,19,8,2,103.0,110.0,-1.0,105.0,103.0
Islamabad,2026-08-19 15:00:00+00:00,103,36.39,60.19,318.17,4.62,96.91,2.4,1.21,0.0,26.6,87,2.56,15,19,8,2,102.0,103.0,1.0,102.66666666666667,108.0
Islamabad,2026-08-19 16:00:00+00:00,108,38.47,61.84,340.92,5.32,91.46,3.02,1.5,0.0,26.0,89,1.32,16,19,8,2,103.0,102.0,5.0,104.33333333333333,118.0
Islamabad,2026-08-19 17:00:00+00:00,118,42.59,62.96,391.18,6.7,83.68,3.94,1.85,0.0,25.3,93,1.96,17,19,8,2,108.0,103.0,10.0,109.66666666666667,129.0
Islamabad,2026-08-19 18:00:00+00:00,129,47.02,64.82,438.61,7.88,76.01,4.85,1.94,0.0,26.3,89,2.67,18,19,8,2,118.0,108.0,11.0,118.33333333333333,139.0
Islamabad,2026-08-19 19:00:00+00:00,139,50.96,65.76,480.98,8.75,68.11,5.96,1.72,0.0,25.3,93,1.29,19,19,8,2,129.0,118.0,10.0,128.66666666666666,149.0
Islamabad,2026-08-19 20:00:00+00:00,149,54.84,66.21,521.3,9.23,61.35,6.88,1.33,0.0,24.8,97,1.33,20,19,8,2,139.0,129.0,10.0,139.0,152.0
Islamabad,2026-08-19 21:00:00+00:00,152,58.07,66.45,553.03,9.22,56.07,7.2,0.96,0.0,24.2,99,1.64,21,19,8,2,149.0,139.0,3.0,146.66666666666666,153.0
Islamabad,2026-08-19 22:00:00+00:00,153,59.78,66.11,561.47,8.67,52.83,6.37,0.72,0.0,23.9,96,2.86,22,19,8,2,152.0,149.0,1.0,151.33333333333334,154.0
Islamabad,2026-08-19 23:00:00+00:00,154,60.4,65.4,558.01,7.93,52.38,5.47,0.59,0.0,23.5,96,2.91,23,19,8,2,153.0,152.0,1.0,153.0,153.0
Islamabad,2026-08-20 00:00:00+00:00,153,58.72,62.68,540.29,7.13,53.67,4.61,0.49,0.0,24.5,97,2.1,0,20,8,3,154.0,153.0,-1.0,153.33333333333334,147.0
Islamabad,2026-08-20 01:00:00+00:00,147,54.31,57.91,505.47,6.27,55.94,3.68,0.46,0.0,23.9,99,1.27,1,20,8,3,153.0,154.0,-6.0,151.33333333333334,134.0
Islamabad,2026-08-20 02:00:00+00:00,134,48.85,52.77,471.34,5.96,58.74,3.17,0.56,0.05,23.8,99,1.12,2,20,8,3,147.0,153.0,-13.0,144.66666666666666,123.0
Islamabad,2026-08-20 03:00:00+00:00,123,44.24,48.69,445.44,5.83,63.44,2.83,0.72,0.38,23.6,99,0.96,3,20,8,3,134.0,147.0,-11.0,134.66666666666666,114.0
Islamabad,2026-08-20 04:00:00+00:00,114,40.59,46.27,406.57,4.87,75.13,2.53,0.74,0.6,23.6,97,0.16,4,20,8,3,123.0,134.0,-9.0,123.66666666666667,114.0
Islamabad,2026-08-20 05:00:00+00:00,114,40.68,47.01,383.78,3.98,86.99,2.28,0.8,0.47,23.9,99,1.37,5,20,8,3,114.0,123.0,0.0,117.0,117.0
Islamabad,2026-08-20 06:00:00+00:00,117,42.07,48.54,374.87,3.45,95.19,2.15,0.77,0.32,24.3,96,2.5,6,20,8,3,114.0,114.0,3.0,115.0,111.0
Islamabad,2026-08-20 07:00:00+00:00,111,39.75,56.06,330.64,2.83,97.5,2.21,0.51,0.19,24.8,95,2.34,7,20,8,3,117.0,114.0,-6.0,114.0,111.0
Islamabad,2026-08-20 08:00:00+00:00,111,39.64,58.97,320.99,2.93,97.7,2.21,0.47,0.14,25.8,90,2.01,8,20,8,3,111.0,117.0,0.0,113.0,113.0
Islamabad,2026-08-20 09:00:00+00:00,113,40.25,57.44,332.7,3.43,98.25,2.23,0.53,0.09,27.2,83,2.13,9,20,8,3,111.0,111.0,2.0,111.66666666666667,113.0
Islamabad,2026-08-20 10:00:00+00:00,113,40.4,54.3,346.38,3.96,98.82,2.21,0.63,0.1,27.9,82,1.9,10,20,8,3,113.0,111.0,0.0,112.33333333333333,111.0
Islamabad,2026-08-20 11:00:00+00:00,111,39.73,49.25,361.73,4.53,99.2,2.1,0.76,0.16,28.0,82,2.57,11,20,8,3,113.0,113.0,-2.0,112.33333333333333,109.0
Islamabad,2026-08-20 12:00:00+00:00,109,38.69,45.16,374.76,5.31,98.5,1.99,0.87,0.17,28.3,78,2.23,12,20,8,3,111.0,113.0,-2.0,111.0,106.0
Islamabad,2026-08-20 13:00:00+00:00,106,37.72,42.93,391.63,6.84,93.67,1.83,1.23,0.1,27.6,82,1.88,13,20,8,3,109.0,111.0,-3.0,108.66666666666667,106.0
Islamabad,2026-08-20 14:00:00+00:00,106,37.38,42.27,417.37,8.39,86.92,1.75,1.75,0.01,26.7,87,1.49,14,20,8,3,106.0,109.0,0.0,107.0,106.0
Islamabad,2026-08-20 15:00:00+00:00,106,37.45,42.43,435.48,8.79,82.81,1.72,2.06,0.0,26.1,90,0.97,15,20,8,3,106.0,106.0,0.0,106.0,107.0
Islamabad,2026-08-20 16:00:00+00:00,107,38.06,43.35,462.54,9.66,76.5,1.63,2.42,0.0,25.7,92,0.93,16,20,8,3,106.0,106.0,1.0,106.33333333333333,111.0
Islamabad,2026-08-20 17:00:00+00:00,111,39.58,45.37,507.3,11.31,67.62,1.53,2.78,0.0,25.2,94,0.79,17,20,8,3,107.0,106.0,4.0,108.0,115.0
Islamabad,2026-08-20 18:00:00+00:00,115,41.04,47.26,544.72,12.7,59.95,1.46,2.86,0.0,26.1,91,0.79,18,20,8,3,111.0,107.0,4.0,111.0,117.0
Islamabad,2026-08-20 19:00:00+00:00,117,42.12,48.37,565.97,13.28,54.43,1.38,2.69,0.0,25.7,92,0.71,19,20,8,3,115.0,111.0,2.0,114.33333333333333,120.0
Islamabad,2026-08-20 20:00:00+00:00,120,43.05,49.13,574.71,12.65,52.22,1.37,2.43,0.0,25.5,92,0.36,20,20,8,3,117.0,115.0,3.0,117.33333333333333,121.0
Islamabad,2026-08-20 21:00:00+00:00,121,43.74,49.62,571.32,11.26,52.83,1.48,2.15,0.0,25.6,91,0.47,21,20,8,3,120.0,117.0,1.0,119.33333333333333,121.0
Islamabad,2026-08-20 22:00:00+00:00,121,43.65,49.35,551.56,9.44,56.2,1.71,1.8,0.0,25.4,91,0.5,22,20,8,3,121.0,120.0,0.0,120.66666666666667,122.0
Islamabad,2026-08-20 23:00:00+00:00,122,43.86,49.48,538.02,8.55,57.64,1.87,1.59,0.0,25.0,93,1.03,23,20,8,3,121.0,121.0,1.0,121.33333333333333,123.0
Islamabad,2026-08-21 00:00:00+00:00,123,44.44,50.11,527.82,8.09,58.18,1.98,1.41,0.0,25.1,92,1.03,0,21,8,4,122.0,121.0,1.0,122.0,123.0
Islamabad,2026-08-21 01:00:00+00:00,123,44.37,50.3,514.58,7.74,57.92,2.08,1.25,0.0,25.0,93,0.55,1,21,8,4,123.0,122.0,0.0,122.66666666666667,122.0
Islamabad,2026-08-21 02:00:00+00:00,122,44.22,50.93,509.84,8.13,57.55,2.23,1.31,0.07,26.2,86,0.11,2,21,8,4,123.0,123.0,-1.0,122.66666666666667,125.0
Islamabad,2026-08-21 03:00:00+00:00,125,45.08,52.8,514.53,8.56,59.88,2.42,1.52,0.61,25.0,89,0.47,3,21,8,4,122.0,123.0,3.0,123.33333333333333,133.0
Islamabad,2026-08-21 04:00:00+00:00,133,48.36,69.97,416.09,5.55,91.89,3.84,0.49,0.59,25.6,88,1.1,4,21,8,4,125.0,122.0,8.0,126.66666666666667,146.0
Islamabad,2026-08-21 05:00:00+00:00,146,53.58,82.99,382.62,3.87,108.77,4.22,0.38,0.46,27.8,77,0.74,5,21,8,4,133.0,125.0,13.0,134.66666666666666,154.0
Islamabad,2026-08-21 06:00:00+00:00,154,60.73,93.18,371.34,2.76,124.75,4.25,0.4,0.31,29.4,70,1.3,6,21,8,4,146.0,133.0,8.0,144.33333333333334,156.0
Islamabad,2026-08-21 07:00:00+00:00,156,65.12,111.49,335.71,1.86,130.36,4.23,0.19,0.19,30.2,69,1.08,7,21,8,4,154.0,146.0,2.0,152.0,156.0
Islamabad,2026-08-21 08:00:00+00:00,156,65.91,123.25,309.34,1.78,127.61,3.96,0.21,0.17,30.7,69,1.7,8,21,8,4,156.0,154.0,0.0,155.33333333333334,156.0
Islamabad,2026-08-21 09:00:00+00:00,156,66.14,126.67,303.25,2.12,126.29,3.73,0.35,0.16,31.0,69,1.99,9,21,8,4,156.0,156.0,0.0,156.0,156.0
Islamabad,2026-08-21 10:00:00+00:00,156,66.07,128.23,302.55,2.45,126.41,3.6,0.46,0.17,30.6,72,1.84,10,21,8,4,156.0,156.0,0.0,156.0,156.0
Islamabad,2026-08-21 11:00:00+00:00,156,64.95,127.23,298.14,2.57,126.01,3.39,0.48,0.16,28.4,83,1.3,11,21,8,4,156.0,156.0,0.0,156.0,155.0
Islamabad,2026-08-21 12:00:00+00:00,155,63.27,124.88,293.72,2.89,124.18,3.2,0.49,0.13,30.8,68,1.73,12,21,8,4,156.0,156.0,-1.0,155.66666666666666,155.0
Islamabad,2026-08-21 13:00:00+00:00,155,63.96,124.58,316.5,5.02,117.66,3.12,1.0,0.07,29.8,76,1.43,13,21,8,4,155.0,156.0,0.0,155.33333333333334,157.0
Islamabad,2026-08-21 14:00:00+00:00,157,67.35,127.33,366.14,8.16,108.26,3.15,1.99,0.01,28.7,80,1.52,14,21,8,4,155.0,155.0,2.0,155.66666666666666,159.0
Islamabad,2026-08-21 15:00:00+00:00,159,71.0,130.96,417.64,10.18,100.23,3.19,2.94,0.0,28.0,83,1.21,15,21,8,4,157.0,155.0,2.0,157.0,161.0
Islamabad,2026-08-21 16:00:00+00:00,161,75.05,134.59,475.63,11.54,92.74,3.25,3.8,0.0,27.4,85,1.19,16,21,8,4,159.0,157.0,2.0,159.0,164.0
Islamabad,2026-08-21 17:00:00+00:00,164,80.71,139.88,538.17,12.2,87.21,3.43,4.3,0.0,27.0,87,0.99,17,21,8,4,161.0,159.0,3.0,161.33333333333334,167.0
Islamabad,2026-08-21 18:00:00+00:00,167,86.89,145.21,594.93,12.36,83.23,3.68,4.25,0.0,24.6,91,3.02,18,21,8,4,164.0,161.0,3.0,164.0,170.0
Islamabad,2026-08-21 19:00:00+00:00,170,92.11,148.1,634.38,11.93,79.72,3.93,3.82,0.0,24.2,96,1.74,19,21,8,4,167.0,164.0,3.0,167.0,172.0
Islamabad,2026-08-21 20:00:00+00:00,172,97.01,148.43,662.42,10.89,77.75,4.35,3.26,0.0,23.3,99,0.27,20,21,8,4,170.0,167.0,2.0,169.66666666666666,174.0
Islamabad,2026-08-21 21:00:00+00:00,174,100.26,145.73,663.06,9.28,78.51,5.05,2.54,0.0,23.3,97,1.04,21,21,8,4,172.0,170.0,2.0,172.0,175.0
Islamabad,2026-08-21 22:00:00+00:00,175,101.3,139.81,645.74,7.93,79.41,5.39,1.92,0.0,23.4,97,1.67,22,21,8,4,174.0,172.0,1.0,173.66666666666666,176.0
Islamabad,2026-08-21 23:00:00+00:00,176,103.35,134.74,648.4,7.55,76.69,4.98,1.61,0.0,23.3,96,2.26,23,21,8,4,175.0,174.0,1.0,175.0,176.0
Islamabad,2026-08-22 00:00:00+00:00,176,104.15,130.04,644.29,7.31,74.68,4.5,1.42,0.0,24.9,96,0.57,0,22,8,5,176.0,175.0,0.0,175.66666666666666,175.0
Islamabad,2026-08-22 01:00:00+00:00,175,101.94,123.47,621.08,7.01,72.34,4.04,1.35,0.0,24.3,94,0.85,1,22,8,5,176.0,176.0,-1.0,175.66666666666666,173.0
Islamabad,2026-08-22 02:00:00+00:00,173,98.91,117.68,601.84,7.18,70.27,3.75,1.44,0.05,24.8,95,0.51,2,22,8,5,175.0,176.0,-2.0,174.66666666666666,172.0
Islamabad,2026-08-22 03:00:00+00:00,172,96.04,113.33,589.41,7.45,70.45,3.59,1.59,0.46,25.8,88,1.47,3,22,8,5,173.0,175.0,-1.0,173.33333333333334,168.0
Islamabad,2026-08-22 04:00:00+00:00,168,88.2,108.23,518.54,5.71,87.55,4.15,1.07,0.65,26.5,84,1.38,4,22,8,5,172.0,173.0,-4.0,171.0,170.0
Islamabad,2026-08-22 05:00:00+00:00,170,91.93,112.92,525.61,4.55,103.95,4.13,1.26,0.58,28.4,73,2.42,5,22,8,5,168.0,172.0,2.0,170.0,176.0
Islamabad,2026-08-22 06:00:00+00:00,176,103.29,126.2,548.97,3.43,125.15,4.03,1.58,0.39,30.4,65,1.92,6,22,8,5,170.0,168.0,6.0,171.33333333333334,165.0
Islamabad,2026-08-22 07:00:00+00:00,165,83.5,140.75,389.16,1.79,122.02,4.29,0.81,0.21,31.7,60,1.47,7,22,8,5,176.0,170.0,-11.0,170.33333333333334,161.0
Islamabad,2026-08-22 08:00:00+00:00,161,75.82,147.61,320.07,1.4,118.27,4.03,0.56,0.16,32.5,56,1.61,8,22,8,5,165.0,176.0,-4.0,167.33333333333334,161.0
Islamabad,2026-08-22 09:00:00+00:00,161,74.96,148.48,305.27,1.42,119.63,3.77,0.56,0.14,32.6,55,1.62,9,22,8,5,161.0,165.0,0.0,162.33333333333334,160.0
Islamabad,2026-08-22 10:00:00+00:00,160,73.58,146.6,298.52,1.65,121.29,3.55,0.67,0.15,32.5,55,1.55,10,22,8,5,161.0,161.0,-1.0,160.66666666666666,159.0
Islamabad,2026-08-22 11:00:00+00:00,159,71.9,142.27,296.63,2.24,120.69,3.3,0.91,0.17,32.3,57,1.61,11,22,8,5,160.0,161.0,-1.0,160.0,158.0
Islamabad,2026-08-22 12:00:00+00:00,158,69.74,136.95,300.18,3.31,118.4,3.13,1.21,0.16,30.4,70,1.12,12,22,8,5,159.0,160.0,-1.0,159.0,158.0
Islamabad,2026-08-22 13:00:00+00:00,158,69.39,134.08,324.44,5.6,112.43,3.01,1.83,0.08,29.8,76,0.89,13,22,8,5,158.0,159.0,0.0,158.33333333333334,159.0
Islamabad,2026-08-22 14:00:00+00:00,159,71.61,133.81,370.24,8.25,103.11,2.88,2.76,0.01,28.5,84,0.64,14,22,8,5,158.0,158.0,1.0,158.33333333333334,160.0
Islamabad,2026-08-22 15:00:00+00:00,160,73.85,133.74,413.91,9.85,94.96,2.74,3.61,0.0,27.8,87,0.36,15,22,8,5,159.0,158.0,1.0,159.0,161.0
Islamabad,2026-08-22 16:00:00+00:00,161,75.8,132.74,455.39,11.07,86.54,2.59,4.33,0.0,27.6,86,0.64,16,22,8,5,160.0,159.0,1.0,160.0,162.0
Islamabad,2026-08-22 17:00:00+00:00,162,77.46,132.5,499.3,12.24,78.21,2.47,4.77,0.0,27.3,84,1.1,17,22,8,5,161.0,160.0,1.0,161.0,162.0
Islamabad,2026-08-22 18:00:00+00:00,162,77.76,132.26,536.04,13.37,70.07,2.38,4.7,0.0,27.3,91,1.52,18,22,8,5,162.0,161.0,0.0,161.66666666666666,161.0
Islamabad,2026-08-22 19:00:00+00:00,161,75.61,127.22,561.48,14.37,61.27,2.81,3.99,0.0,24.3,94,2.03,19,22,8,5,162.0,162.0,-1.0,161.66666666666666,160.0
Islamabad,2026-08-22 20:00:00+00:00,160,73.73,119.69,585.37,14.51,54.31,3.35,2.89,0.0,23.2,97,1.52,20,22,8,5,161.0,162.0,-1.0,161.0,160.0
Islamabad,2026-08-22 21:00:00+00:00,160,72.37,111.61,600.0,13.54,50.75,3.62,2.06,0.0,23.4,97,1.52,21,22,8,5,160.0,161.0,0.0,160.33333333333334,159.0
Islamabad,2026-08-22 22:00:00+00:00,159,70.84,102.72,588.61,11.58,50.0,3.34,1.6,0.0,22.6,96,1.62,22,22,8,5,160.0,160.0,-1.0,159.66666666666666,159.0
Islamabad,2026-08-22 23:00:00+00:00,159,70.83,98.26,575.91,10.09,51.55,2.82,1.35,0.0,22.8,96,2.46,23,22,8,5,159.0,160.0,0.0,159.33333333333334,159.0
Islamabad,2026-08-23 00:00:00+00:00,159,70.93,95.46,559.49,9.06,54.09,2.37,1.22,0.0,24.5,97,2.6,0,23,8,6,159.0,159.0,0.0,159.0,159.0
Islamabad,2026-08-23 01:00:00+00:00,159,70.66,92.92,537.66,8.14,56.48,2.09,1.16,0.0,24.0,98,0.2,1,23,8,6,159.0,159.0,0.0,159.0,159.0
Islamabad,2026-08-23 02:00:00+00:00,159,70.21,90.04,536.89,8.12,54.24,2.08,1.16,0.07,24.7,96,1.8,2,23,8,6,159.0,159.0,0.0,159.0,158.0
Islamabad,2026-08-23 03:00:00+00:00,158,69.31,86.33,551.13,8.49,53.3,2.28,1.11,0.32,26.5,89,0.95,3,23,8,6,159.0,159.0,-1.0,158.66666666666666,156.0
Islamabad,2026-08-23 04:00:00+00:00,156,64.29,77.98,525.4,7.73,64.0,2.2,0.95,0.45,27.5,82,0.85,4,23,8,6,158.0,159.0,-2.0,157.66666666666666,154.0
Islamabad,2026-08-23 05:00:00+00:00,154,60.84,72.57,503.53,6.65,72.15,2.01,1.04,0.68,28.6,76,1.63,5,23,8,6,156.0,158.0,-2.0,156.0,154.0
Islamabad,2026-08-23 06:00:00+00:00,154,61.27,72.22,485.88,5.12,85.05,1.9,1.23,0.64,30.7,59,1.5,6,23,8,6,154.0,156.0,0.0,154.66666666666666,135.0
Islamabad,2026-08-23 07:00:00+00:00,135,49.47,59.79,361.61,2.5,101.75,1.58,0.74,0.31,30.9,60,2.2,7,23,8,6,154.0,154.0,-19.0,147.66666666666666,134.0
Islamabad,2026-08-23 08:00:00+00:00,134,48.85,59.37,328.67,1.77,109.71,1.49,0.67,0.21,30.6,62,1.66,8,23,8,6,135.0,154.0,-1.0,141.0,140.0
Islamabad,2026-08-23 09:00:00+00:00,140,51.5,62.22,323.57,1.56,116.89,1.47,0.68,0.19,31.2,60,0.39,9,23,8,6,134.0,135.0,6.0,136.33333333333334,137.0
Islamabad,2026-08-23 10:00:00+00:00,137,50.31,61.65,304.79,1.47,119.83,1.32,0.67,0.17,31.3,59,0.82,10,23,8,6,140.0,134.0,-3.0,137.0,128.0
Islamabad,2026-08-23 11:00:00+00:00,128,46.58,58.73,279.5,1.56,117.36,1.14,0.71,0.15,31.0,61,1.38,11,23,8,6,137.0,140.0,-9.0,135.0,123.0
Islamabad,2026-08-23 12:00:00+00:00,123,44.47,57.45,269.42,1.94,115.54,1.07,0.8,0.12,30.0,66,1.61,12,23,8,6,128.0,137.0,-5.0,129.33333333333334,125.0
Islamabad,2026-08-23 13:00:00+00:00,125,45.3,58.97,327.93,6.89,96.19,1.09,2.27,0.15,29.5,75,0.25,13,23,8,6,123.0,128.0,2.0,125.33333333333333,132.0
Islamabad,2026-08-23 14:00:00+00:00,132,48.28,62.8,427.9,13.54,70.15,1.16,4.26,0.02,28.2,80,0.63,14,23,8,6,125.0,123.0,7.0,126.66666666666667,141.0
Islamabad,2026-08-23 15:00:00+00:00,141,51.66,67.34,510.58,17.55,53.45,1.22,5.37,0.0,27.3,84,0.96,15,23,8,6,132.0,125.0,9.0,132.66666666666666,149.0
Islamabad,2026-08-23 16:00:00+00:00,149,55.04,71.77,575.55,20.25,43.41,1.29,6.1,0.0,26.6,87,0.83,16,23,8,6,141.0,132.0,8.0,140.66666666666666,152.0
Islamabad,2026-08-23 17:00:00+00:00,152,58.28,76.21,625.61,21.69,36.74,1.3,6.24,0.0,26.2,85,1.42,17,23,8,6,149.0,141.0,3.0,147.33333333333334,154.0
Islamabad,2026-08-23 18:00:00+00:00,154,60.49,79.67,654.95,22.2,32.21,1.23,5.95,0.0,26.9,82,1.42,18,23,8,6,152.0,149.0,2.0,151.66666666666666,154.0
Islamabad,2026-08-23 19:00:00+00:00,154,61.36,81.77,653.42,21.44,30.07,1.09,5.55,0.0,25.8,88,1.06,19,23,8,6,154.0,152.0,0.0,153.33333333333334,154.0
Islamabad,2026-08-23 20:00:00+00:00,154,61.71,83.62,643.16,20.3,29.14,1.03,5.63,0.01,25.3,91,0.81,20,23,8,6,154.0,154.0,0.0,154.0,154.0
Islamabad,2026-08-23 21:00:00+00:00,154,61.88,85.5,632.21,19.14,29.97,1.05,6.05,0.01,25.0,93,0.88,21,23,8,6,154.0,154.0,0.0,154.0,154.0
Islamabad,2026-08-23 22:00:00+00:00,154,61.82,87.03,620.73,18.56,31.65,1.2,7.6,0.02,24.7,93,0.99,22,23,8,6,154.0,154.0,0.0,154.0,155.0
Islamabad,2026-08-23 23:00:00+00:00,155,62.75,88.75,635.0,19.93,30.16,1.47,10.41,0.02,24.7,91,1.15,23,23,8,6,154.0,154.0,1.0,154.33333333333334,156.0
Islamabad,2026-08-24 00:00:00+00:00,156,64.67,91.27,668.17,22.22,28.15,1.76,13.26,0.02,24.6,94,0.81,0,24,8,0,155.0,154.0,1.0,155.0,157.0
Islamabad,2026-08-24 01:00:00+00:00,157,66.74,93.67,717.7,25.16,24.43,2.03,15.9,0.06,24.3,92,1.37,1,24,8,0,156.0,155.0,1.0,156.0,158.0
Islamabad,2026-08-24 02:00:00+00:00,158,68.42,96.32,786.51,26.94,20.92,2.29,17.62,1.45,25.4,86,1.39,2,24,8,0,157.0,156.0,1.0,157.0,158.0
Islamabad,2026-08-24 03:00:00+00:00,158,69.39,98.39,867.33,23.77,24.57,2.29,16.51,6.23,27.2,77,0.76,3,24,8,0,158.0,157.0,0.0,157.66666666666666,146.0
Islamabad,2026-08-24 04:00:00+00:00,146,53.89,83.98,492.3,10.24,77.34,1.8,5.09,1.77,28.7,71,0.36,4,24,8,0,158.0,158.0,-12.0,154.0,148.0
Islamabad,2026-08-24 05:00:00+00:00,148,54.59,83.89,416.11,6.1,98.65,1.92,3.49,1.02,29.9,68,0.79,5,24,8,0,146.0,158.0,2.0,150.66666666666666,156.0
Islamabad,2026-08-24 06:00:00+00:00,156,65.42,94.37,407.01,3.9,122.54,1.98,3.37,0.53,31.2,63,1.73,6,24,8,0,148.0,146.0,8.0,150.0,152.0
Islamabad,2026-08-24 07:00:00+00:00,152,56.88,84.92,311.59,1.94,126.76,1.91,1.87,0.22,32.0,57,2.3,7,24,8,0,156.0,148.0,-4.0,152.0,137.0
Islamabad,2026-08-24 08:00:00+00:00,137,50.21,77.31,269.07,1.43,122.79,1.59,1.35,0.17,32.4,55,2.6,8,24,8,0,152.0,156.0,-15.0,148.33333333333334,135.0
Islamabad,2026-08-24 09:00:00+00:00,135,49.32,75.86,260.72,1.34,124.59,1.48,1.3,0.16,32.8,53,2.51,9,24,8,0,137.0,152.0,-2.0,141.33333333333334,125.0
Islamabad,2026-08-24 10:00:00+00:00,125,45.16,70.26,249.06,1.27,124.18,1.31,1.18,0.14,32.8,52,2.41,10,24,8,0,135.0,137.0,-10.0,132.33333333333334,109.0
Islamabad,2026-08-24 11:00:00+00:00,109,38.64,61.61,233.07,1.36,120.57,1.1,1.04,0.13,32.4,52,2.45,11,24,8,0,125.0,135.0,-16.0,123.0,100.0
Islamabad,2026-08-24 12:00:00+00:00,100,35.22,57.39,228.34,1.77,117.54,0.98,1.06,0.11,32.6,51,1.2,12,24,8,0,109.0,125.0,-9.0,111.33333333333333,99.0
Islamabad,2026-08-24 13:00:00+00:00,99,34.69,56.15,287.14,6.69,99.38,1.04,2.31,0.15,30.8,63,1.29,13,24,8,0,100.0,109.0,-1.0,102.66666666666667,102.0
Islamabad,2026-08-24 14:00:00+00:00,102,36.09,57.48,389.05,13.5,75.27,1.21,4.24,0.02,28.6,73,1.09,14,24,8,0,99.0,100.0,3.0,100.33333333333333,106.0
Islamabad,2026-08-24 15:00:00+00:00,106,37.7,59.77,465.9,17.19,61.0,1.31,5.74,0.0,27.3,81,0.78,15,24,8,0,102.0,99.0,4.0,102.33333333333333,111.0
